Archivo;ID Empresa;Interno;Fecha Inicio primer turno;Hora Inicio primer turno;Minutos Inicio primer turno;Fecha cierre ultimo turno;Hora cierre ultimo turno;Minutos cierre ultimo turno;Duración;Distancia;Velocidad promedio;Cant. Trx.;Recaudacion;Reinicios;Inicio del primer turno;Cierre del último turno
TLL_0265_482_01092_0000003411_05465_20230114_222838_04.19.bin;265;1092;14/1/2023 00:00:00;8;40;14/1/2023 00:00:00;13;50;5:09:25;90,486;17,55;61;447;0;14/1/2023 08:40:57;14/1/2023 13:50:22
TLL_0265_482_01092_0000003411_05466_20230114_222854_04.19.bin;265;1092;14/1/2023 00:00:00;13;50;14/1/2023 00:00:00;15;48;1:57:43;32,449;16,54;8;44,5;0;14/1/2023 13:50:43;14/1/2023 15:48:26
TLL_0265_482_01092_0000003411_05467_20230114_222855_04.19.bin;265;1092;14/1/2023 00:00:00;15;49;14/1/2023 00:00:00;16;47;0:57:18;20,301;21,26;10;70;0;14/1/2023 15:49:49;14/1/2023 16:47:07
TLL_0265_482_01092_0000003411_05468_20230114_222855_04.19.bin;265;1092;14/1/2023 00:00:00;16;50;14/1/2023 00:00:00;22;27;5:36:23;99,602;17,77;60;509,5;0;14/1/2023 16:50:56;14/1/2023 22:27:19
TLL_0265_482_01092_0000003411_05469_20230117_045139_04.19.bin;265;1092;17/1/2023 00:00:00;4;51;17/1/2023 00:00:00;4;51;0:00:08;0;0,00;0;0;0;17/1/2023 04:51:15;17/1/2023 04:51:23
TLL_0265_482_01092_0000003411_05470_20230117_232304_04.19.bin;265;1092;17/1/2023 00:00:00;5;3;17/1/2023 00:00:00;11;33;6:30:16;102,661;15,78;128;835;0;17/1/2023 05:03:24;17/1/2023 11:33:40
TLL_0265_482_01092_0000003411_05471_20230117_232352_04.19.bin;265;1092;17/1/2023 00:00:00;11;37;17/1/2023 00:00:00;17;11;5:34:15;103,007;18,49;85;527,5;0;17/1/2023 11:37:27;17/1/2023 17:11:42
TLL_0265_482_01092_0000003411_05472_20230117_232424_04.19.bin;265;1092;17/1/2023 00:00:00;17;19;17/1/2023 00:00:00;23;5;5:45:07;101,427;17,63;80;626;0;17/1/2023 17:19:54;17/1/2023 23:05:01
TLL_0265_482_01092_0000003411_05473_20230119_045332_04.19.bin;265;1092;19/1/2023 00:00:00;4;53;19/1/2023 00:00:00;4;53;0:00:07;0;0,00;0;0;0;19/1/2023 04:53:08;19/1/2023 04:53:15
TLL_0265_482_01092_0000003411_05474_20230119_232519_04.19.bin;265;1092;19/1/2023 00:00:00;5;21;19/1/2023 00:00:00;11;33;6:12:22;102,792;16,56;153;870,5;0;19/1/2023 05:21:12;19/1/2023 11:33:34
TLL_0265_482_01092_0000003411_05475_20230119_232537_04.19.bin;265;1092;19/1/2023 00:00:00;11;37;19/1/2023 00:00:00;17;10;5:33:08;102,931;18,54;65;426;0;19/1/2023 11:37:30;19/1/2023 17:10:38
TLL_0265_482_01092_0000003411_05476_20230119_230846_04.19.bin;265;1092;19/1/2023 00:00:00;17;20;19/1/2023 00:00:00;23;5;5:44:32;100,417;17,49;80;553;0;19/1/2023 17:20:40;19/1/2023 23:05:12
TLL_0265_482_01092_0000003411_05477_20230121_045319_04.19.bin;265;1092;21/1/2023 00:00:00;4;52;21/1/2023 00:00:00;4;53;0:00:10;0;0,00;0;0;0;21/1/2023 04:52:53;21/1/2023 04:53:03
TLL_0265_482_01092_0000003411_05478_20230121_221215_04.19.bin;265;1092;21/1/2023 00:00:00;4;56;21/1/2023 00:00:00;7;34;2:37:53;32,941;12,52;5;44,5;0;21/1/2023 04:56:26;21/1/2023 07:34:19
TLL_0265_482_01092_0000003411_05479_20230121_221245_04.19.bin;265;1092;21/1/2023 00:00:00;7;35;21/1/2023 00:00:00;8;40;1:04:30;20,436;19,01;5;40;0;21/1/2023 07:35:48;21/1/2023 08:40:18
TLL_0265_482_01092_0000003411_05480_20230121_224708_04.19.bin;265;1092;21/1/2023 00:00:00;8;41;21/1/2023 00:00:00;13;51;5:10:50;90,504;17,47;39;246;0;21/1/2023 08:41:02;21/1/2023 13:51:52
TLL_0265_482_01092_0000003411_05481_20230121_221332_04.19.bin;265;1092;21/1/2023 00:00:00;13;52;21/1/2023 00:00:00;15;41;1:49:18;32,532;17,86;9;57;0;21/1/2023 13:52:16;21/1/2023 15:41:34
TLL_0265_482_01092_0000003411_05482_20230121_221403_04.19.bin;265;1092;21/1/2023 00:00:00;15;42;21/1/2023 00:00:00;16;50;1:08:40;20,479;17,89;0;0;0;21/1/2023 15:42:02;21/1/2023 16:50:42
TLL_0265_482_01092_0000003411_05483_20230121_224825_04.19.bin;265;1092;21/1/2023 00:00:00;16;53;21/1/2023 00:00:00;22;11;5:18:01;98,255;18,54;53;405;0;21/1/2023 16:53:40;21/1/2023 22:11:41
TLL_0265_482_01092_0000003411_05484_20230124_045456_04.19.bin;265;1092;24/1/2023 00:00:00;4;54;24/1/2023 00:00:00;4;54;0:00:12;0;0,00;0;0;0;24/1/2023 04:54:28;24/1/2023 04:54:40
TLL_0265_482_01092_0000003411_05485_20230124_225206_04.19.bin;265;1092;24/1/2023 00:00:00;5;40;24/1/2023 00:00:00;11;29;5:49:29;103,575;17,78;126;677,5;0;24/1/2023 05:40:25;24/1/2023 11:29:54
TLL_0265_482_01092_0000003411_05486_20230124_225208_04.19.bin;265;1092;24/1/2023 00:00:00;11;31;24/1/2023 00:00:00;17;10;5:38:42;102,284;18,12;98;684,5;0;24/1/2023 11:31:59;24/1/2023 17:10:41
TLL_0265_482_01092_0000003411_05487_20230124_232457_04.19.bin;265;1092;24/1/2023 00:00:00;17;12;24/1/2023 00:00:00;22;51;5:38:56;99,079;17,54;56;404;0;24/1/2023 17:12:15;24/1/2023 22:51:11
TLL_0265_482_01092_0000003411_05488_20230126_044811_04.19.bin;265;1092;26/1/2023 00:00:00;4;47;26/1/2023 00:00:00;4;47;0:00:11;0;0,00;0;0;0;26/1/2023 04:47:44;26/1/2023 04:47:55
TLL_0265_482_01092_0000003411_05489_20230127_044757_04.19.bin;265;1092;26/1/2023 00:00:00;5;25;26/1/2023 00:00:00;11;35;6:10:38;101,665;16,46;127;766,5;0;26/1/2023 05:25:03;26/1/2023 11:35:41
TLL_0265_482_01092_0000003411_05490_20230127_044759_04.19.bin;265;1092;26/1/2023 00:00:00;11;37;26/1/2023 00:00:00;17;10;5:32:56;103,682;18,69;72;437,5;0;26/1/2023 11:37:35;26/1/2023 17:10:31
TLL_0265_482_01092_0000003411_05491_20230127_044801_04.19.bin;265;1092;26/1/2023 00:00:00;17;14;26/1/2023 00:00:00;22;59;5:45:15;101,222;17,59;74;568;0;26/1/2023 17:14:10;26/1/2023 22:59:25
TLL_0265_482_01092_0000003411_05492_20230128_221649_04.19.bin;265;1092;28/1/2023 00:00:00;5;19;28/1/2023 00:00:00;7;30;2:11:23;33,345;15,23;6;44,5;0;28/1/2023 05:19:00;28/1/2023 07:30:23
TLL_0265_482_01092_0000003411_05493_20230128_221734_04.19.bin;265;1092;28/1/2023 00:00:00;7;31;28/1/2023 00:00:00;8;36;1:04:45;20,447;18,95;8;20;0;28/1/2023 07:31:39;28/1/2023 08:36:24
TLL_0265_482_01092_0000003411_05494_20230128_223626_04.19.bin;265;1092;28/1/2023 00:00:00;8;43;28/1/2023 00:00:00;13;39;4:55:25;90,56;18,39;45;192,5;0;28/1/2023 08:43:58;28/1/2023 13:39:23
TLL_0265_482_01092_0000003411_05495_20230128_221851_04.19.bin;265;1092;28/1/2023 00:00:00;13;40;28/1/2023 00:00:00;15;37;1:56:20;32,428;16,73;9;59;0;28/1/2023 13:40:46;28/1/2023 15:37:06
TLL_0265_482_01092_0000003411_05496_20230128_221907_04.19.bin;265;1092;28/1/2023 00:00:00;15;39;28/1/2023 00:00:00;16;48;1:08:29;20,372;17,85;2;10;0;28/1/2023 15:39:50;28/1/2023 16:48:19
TLL_0265_482_01092_0000003411_05497_20230128_221953_04.19.bin;265;1092;28/1/2023 00:00:00;16;49;28/1/2023 00:00:00;22;10;5:21:16;97,736;18,25;45;298;0;28/1/2023 16:49:13;28/1/2023 22:10:29
TLL_0265_482_01092_0000003411_05498_20230130_045309_04.19.bin;265;1092;30/1/2023 00:00:00;4;52;30/1/2023 00:00:00;4;52;0:00:09;0;0,00;0;0;0;30/1/2023 04:52:43;30/1/2023 04:52:52
TLL_0265_482_01092_0000003411_05499_20230131_045250_04.19.bin;265;1092;31/1/2023 00:00:00;4;52;31/1/2023 00:00:00;4;52;0:00:08;0;0,00;0;0;0;31/1/2023 04:52:24;31/1/2023 04:52:32
TLL_0265_482_01092_0000003411_05500_20230201_060654_04.19.bin;265;1092;31/1/2023 00:00:00;5;15;31/1/2023 00:00:00;11;20;6:04:43;97,24;16,00;146;835,5;0;31/1/2023 05:15:42;31/1/2023 11:20:25
TLL_0265_482_01092_0000003411_05501_20230201_053407_04.19.bin;265;1092;31/1/2023 00:00:00;11;23;31/1/2023 00:00:00;14;0;2:36:55;52,043;19,90;48;327;0;31/1/2023 11:23:16;31/1/2023 14:00:11
TLL_0265_482_01092_0000003411_05502_20230201_050304_04.19.bin;265;1092;31/1/2023 00:00:00;15;17;31/1/2023 00:00:00;17;5;1:48:53;38,341;21,13;23;153,5;0;31/1/2023 15:17:04;31/1/2023 17:05:57
TLL_0265_482_01092_0000003411_05503_20230201_051803_04.19.bin;265;1092;31/1/2023 00:00:00;17;12;31/1/2023 00:00:00;22;55;5:42:51;100,738;17,63;61;414,5;0;31/1/2023 17:12:28;31/1/2023 22:55:19
TLL_0265_482_01092_0000003411_05504_20230201_051804_04.19.bin;265;1092;1/2/2023 00:00:00;5;11;1/2/2023 00:00:00;5;15;0:04:11;0;0,00;0;0;0;1/2/2023 05:11:28;1/2/2023 05:15:39
TLL_0265_482_01092_0000003411_05505_20230202_045100_04.19.bin;265;1092;2/2/2023 00:00:00;4;50;2/2/2023 00:00:00;4;50;0:00:10;0;0,00;0;0;0;2/2/2023 04:50:33;2/2/2023 04:50:43
TLL_0265_482_01092_0000003411_05506_20230202_233445_04.19.bin;265;1092;2/2/2023 00:00:00;5;23;2/2/2023 00:00:00;11;9;5:46:35;94,674;16,39;143;746,5;0;2/2/2023 05:23:20;2/2/2023 11:09:55
TLL_0265_482_01092_0000003411_05507_20230202_233503_04.19.bin;265;1092;2/2/2023 00:00:00;11;11;2/2/2023 00:00:00;17;14;6:02:53;110,436;18,26;136;691;0;2/2/2023 11:11:34;2/2/2023 17:14:27
TLL_0265_482_01092_0000003411_05508_20230202_230224_04.19.bin;265;1092;2/2/2023 00:00:00;17;18;2/2/2023 00:00:00;22;55;5:36:16;101,212;18,06;72;435,5;0;2/2/2023 17:18:47;2/2/2023 22:55:03
TLL_0265_482_01092_0000003411_05509_20230204_044955_04.19.bin;265;1092;4/2/2023 00:00:00;4;49;4/2/2023 00:00:00;4;49;0:00:11;0;0,00;0;0;0;4/2/2023 04:49:27;4/2/2023 04:49:38
TLL_0265_482_01092_0000003411_05510_20230204_214757_04.19.bin;265;1092;4/2/2023 00:00:00;5;11;4/2/2023 00:00:00;7;29;2:18:08;33,68;14,63;5;44,5;0;4/2/2023 05:11:32;4/2/2023 07:29:40
TLL_0265_482_01092_0000003411_05511_20230204_214828_04.19.bin;265;1092;4/2/2023 00:00:00;7;30;4/2/2023 00:00:00;8;42;1:11:55;21,06;17,57;9;44,5;0;4/2/2023 07:30:55;4/2/2023 08:42:50
TLL_0265_482_01092_0000003411_05512_20230204_220802_04.19.bin;265;1092;4/2/2023 00:00:00;8;43;4/2/2023 00:00:00;13;39;4:55:19;90,154;18,32;56;330,5;0;4/2/2023 08:43:58;4/2/2023 13:39:17
TLL_0265_482_01092_0000003411_05513_20230204_220818_04.19.bin;265;1092;4/2/2023 00:00:00;13;47;4/2/2023 00:00:00;15;46;1:58:45;32,484;16,41;10;79;0;4/2/2023 13:47:58;4/2/2023 15:46:43
TLL_0265_482_01092_0000003411_05514_20230204_220819_04.19.bin;265;1092;4/2/2023 00:00:00;15;48;4/2/2023 00:00:00;16;45;0:56:55;20,479;21,59;5;40;0;4/2/2023 15:48:13;4/2/2023 16:45:08
TLL_0265_482_01092_0000003411_05515_20230204_220820_04.19.bin;265;1092;4/2/2023 00:00:00;16;50;4/2/2023 00:00:00;21;47;4:56:26;90,941;18,41;55;365;0;4/2/2023 16:50:59;4/2/2023 21:47:25
TLL_0265_482_01093_0000003498_02916_20230102_045908_04.19.bin;265;1093;2/1/2023 00:00:00;4;58;2/1/2023 00:00:00;4;58;0:00:11;0;0,00;0;0;0;2/1/2023 04:58:44;2/1/2023 04:58:55
TLL_0265_482_01093_0000003498_02917_20230102_125728_04.19.bin;265;1093;2/1/2023 00:00:00;5;27;2/1/2023 00:00:00;11;9;5:41:55;89,227;15,66;71;391,5;0;2/1/2023 05:27:38;2/1/2023 11:09:33
TLL_0265_482_01093_0000003498_02918_20230102_125730_04.19.bin;265;1093;2/1/2023 00:00:00;11;16;2/1/2023 00:00:00;12;29;1:12:21;18,997;15,75;14;104,5;0;2/1/2023 11:16:44;2/1/2023 12:29:05
TLL_0265_482_01093_0000003498_02919_20230103_001357_04.19.bin;265;1093;2/1/2023 00:00:00;13;52;2/1/2023 00:00:00;16;57;3:05:41;52,551;16,98;29;204,5;0;2/1/2023 13:52:12;2/1/2023 16:57:53
TLL_0265_482_01093_0000003498_02920_20230102_234150_04.19.bin;265;1093;2/1/2023 00:00:00;17;11;2/1/2023 00:00:00;23;40;6:29:20;112,993;17,41;67;475;0;2/1/2023 17:11:17;2/1/2023 23:40:37
TLL_0265_482_01093_0000003498_02921_20230103_050020_04.19.bin;265;1093;3/1/2023 00:00:00;4;59;3/1/2023 00:00:00;5;0;0:00:11;0;0,00;0;0;0;3/1/2023 04:59:56;3/1/2023 05:00:07
TLL_0265_482_01093_0000003498_02922_20230104_045548_04.19.bin;265;1093;4/1/2023 00:00:00;4;55;4/1/2023 00:00:00;4;55;0:00:10;0;0,00;0;0;0;4/1/2023 04:55:26;4/1/2023 04:55:36
TLL_0265_482_01093_0000003498_02923_20230104_231824_04.19.bin;265;1093;4/1/2023 00:00:00;5;30;4/1/2023 00:00:00;11;11;5:41:00;88,475;15,57;80;421,5;0;4/1/2023 05:30:58;4/1/2023 11:11:58
TLL_0265_482_01093_0000003498_02924_20230104_230250_04.19.bin;265;1093;1/1/2003 00:00:00;0;5;4/1/2023 00:00:00;11;38;175403:33:38;0,481;0,00;0;0;1;1/1/2003 00:05:11;4/1/2023 11:38:49
TLL_0265_482_01093_0000003498_02925_20230104_230305_04.19.bin;265;1093;4/1/2023 00:00:00;11;39;4/1/2023 00:00:00;16;59;5:19:55;92,428;17,33;82;463;0;4/1/2023 11:39:16;4/1/2023 16:59:11
TLL_0265_482_01093_0000003498_02926_20230104_230307_04.19.bin;265;1093;4/1/2023 00:00:00;17;10;4/1/2023 00:00:00;23;1;5:50:40;97,246;16,64;54;247;0;4/1/2023 17:10:28;4/1/2023 23:01:08
TLL_0265_482_01093_0000003498_02927_20230106_045619_04.19.bin;265;1093;6/1/2023 00:00:00;4;55;6/1/2023 00:00:00;4;55;0:00:09;0;0,00;0;0;0;6/1/2023 04:55:24;6/1/2023 04:55:33
TLL_0265_482_01093_0000003498_02928_20230106_230713_04.19.bin;265;1093;6/1/2023 00:00:00;5;29;6/1/2023 00:00:00;11;20;5:50:58;89,267;15,26;95;562,5;0;6/1/2023 05:29:27;6/1/2023 11:20:25
TLL_0265_482_01093_0000003498_02929_20230106_230714_04.19.bin;265;1093;6/1/2023 00:00:00;11;25;6/1/2023 00:00:00;17;0;5:34:59;95,526;17,11;61;377;0;6/1/2023 11:25:57;6/1/2023 17:00:56
TLL_0265_482_01093_0000003498_02930_20230106_230716_04.19.bin;265;1093;6/1/2023 00:00:00;17;7;6/1/2023 00:00:00;23;6;5:59:15;96,891;16,18;81;478,5;0;6/1/2023 17:07:35;6/1/2023 23:06:50
TLL_0265_482_01093_0000003498_02931_20230110_020703_04.19.bin;265;1093;9/1/2023 00:00:00;5;0;9/1/2023 00:00:00;11;14;6:13:17;89,541;14,39;66;292,5;0;9/1/2023 05:00:48;9/1/2023 11:14:05
TLL_0265_482_01093_0000003498_02932_20230109_234655_04.19.bin;265;1093;9/1/2023 00:00:00;11;20;9/1/2023 00:00:00;17;6;5:46:27;95,505;16,54;41;206;0;9/1/2023 11:20:19;9/1/2023 17:06:46
TLL_0265_482_01093_0000003498_02933_20230109_234657_04.19.bin;265;1093;9/1/2023 00:00:00;17;9;9/1/2023 00:00:00;23;2;5:52:32;96,981;16,51;85;444;0;9/1/2023 17:09:34;9/1/2023 23:02:06
TLL_0265_482_01093_0000003498_02934_20230110_071402_04.19.bin;265;1093;10/1/2023 00:00:00;4;50;10/1/2023 00:00:00;4;50;0:00:08;0;0,00;0;0;0;10/1/2023 04:50:17;10/1/2023 04:50:25
TLL_0265_482_01093_0000003498_02935_20230111_044801_04.19.bin;265;1093;11/1/2023 00:00:00;4;47;11/1/2023 00:00:00;4;47;0:00:07;0;0,00;0;0;0;11/1/2023 04:47:08;11/1/2023 04:47:15
TLL_0265_482_01093_0000003498_02936_20230111_231918_04.19.bin;265;1093;11/1/2023 00:00:00;5;0;11/1/2023 00:00:00;11;22;6:22:47;90,33;14,16;90;468,5;0;11/1/2023 05:00:03;11/1/2023 11:22:50
TLL_0265_482_01093_0000003498_02937_20230111_230359_04.19.bin;265;1093;11/1/2023 00:00:00;11;24;11/1/2023 00:00:00;17;5;5:41:11;95,619;16,82;73;421,5;0;11/1/2023 11:24:48;11/1/2023 17:05:59
TLL_0265_482_01093_0000003498_02938_20230111_230401_04.19.bin;265;1093;11/1/2023 00:00:00;17;6;11/1/2023 00:00:00;23;2;5:55:37;96,955;16,36;59;400,5;0;11/1/2023 17:06:30;11/1/2023 23:02:07
TLL_0265_482_01093_0000003498_02939_20230113_044529_04.19.bin;265;1093;13/1/2023 00:00:00;4;45;13/1/2023 00:00:00;4;45;0:00:11;0;0,00;0;0;0;13/1/2023 04:45:02;13/1/2023 04:45:13
TLL_0265_482_01093_0000003498_02940_20230114_071916_04.19.bin;265;1093;13/1/2023 00:00:00;4;55;13/1/2023 00:00:00;11;12;6:16:37;89,58;14,27;88;456;0;13/1/2023 04:55:37;13/1/2023 11:12:14
TLL_0265_482_01093_0000003498_02941_20230114_071917_04.19.bin;265;1093;13/1/2023 00:00:00;11;18;13/1/2023 00:00:00;16;54;5:36:24;95,579;17,05;72;391,5;0;13/1/2023 11:18:08;13/1/2023 16:54:32
TLL_0265_482_01093_0000003498_02942_20230114_071919_04.19.bin;265;1093;13/1/2023 00:00:00;17;13;14/1/2023 00:00:00;6;58;13:44:27;101,863;7,41;55;314;0;13/1/2023 17:13:49;14/1/2023 06:58:16
TLL_0265_482_01093_0000003498_02943_20230116_045245_04.19.bin;265;1093;16/1/2023 00:00:00;4;52;16/1/2023 00:00:00;4;52;0:00:08;0;0,00;0;0;0;16/1/2023 04:52:21;16/1/2023 04:52:29
TLL_0265_482_01093_0000003498_02944_20230116_230233_04.19.bin;265;1093;16/1/2023 00:00:00;4;57;16/1/2023 00:00:00;11;9;6:11:50;90,222;14,56;97;488,5;0;16/1/2023 04:57:50;16/1/2023 11:09:40
TLL_0265_482_01093_0000003498_02945_20230116_230235_04.19.bin;265;1093;16/1/2023 00:00:00;11;15;16/1/2023 00:00:00;17;1;5:45:17;95,509;16,60;54;290,5;0;16/1/2023 11:15:59;16/1/2023 17:01:16
TLL_0265_482_01093_0000003498_02946_20230116_230252_04.19.bin;265;1093;16/1/2023 00:00:00;17;11;16/1/2023 00:00:00;23;2;5:50:38;97,028;16,60;35;122,5;0;16/1/2023 17:11:39;16/1/2023 23:02:17
TLL_0265_482_01093_0000003498_02947_20230118_045145_04.19.bin;265;1093;18/1/2023 00:00:00;4;51;18/1/2023 00:00:00;4;51;0:00:08;0;0,00;0;0;0;18/1/2023 04:51:10;18/1/2023 04:51:18
TLL_0265_482_01093_0000003498_02948_20230118_234326_04.19.bin;265;1093;18/1/2023 00:00:00;5;0;18/1/2023 00:00:00;11;12;6:12:21;89,507;14,42;75;426;0;18/1/2023 05:00:35;18/1/2023 11:12:56
TLL_0265_482_01093_0000003498_02949_20230118_232523_04.19.bin;265;1093;18/1/2023 00:00:00;11;17;18/1/2023 00:00:00;17;1;5:44:28;95,444;16,62;64;385;0;18/1/2023 11:17:02;18/1/2023 17:01:30
TLL_0265_482_01093_0000003498_02950_20230118_230534_04.19.bin;265;1093;18/1/2023 00:00:00;17;12;18/1/2023 00:00:00;23;2;5:50:19;97,888;16,77;42;257;0;18/1/2023 17:12:34;18/1/2023 23:02:53
TLL_0265_482_01093_0000003498_02951_20230120_045323_04.19.bin;265;1093;20/1/2023 00:00:00;4;52;20/1/2023 00:00:00;4;52;0:00:08;0;0,00;0;0;0;20/1/2023 04:52:44;20/1/2023 04:52:52
TLL_0265_482_01093_0000003498_02952_20230120_233808_04.19.bin;265;1093;20/1/2023 00:00:00;4;56;20/1/2023 00:00:00;10;6;5:10:15;70,346;13,60;54;332,5;0;20/1/2023 04:56:41;20/1/2023 10:06:56
TLL_0265_482_01093_0000003498_02953_20230120_230427_04.19.bin;265;1093;20/1/2023 00:00:00;10;8;20/1/2023 00:00:00;11;19;1:11:08;19,134;16,14;25;163,5;0;20/1/2023 10:08:19;20/1/2023 11:19:27
TLL_0265_482_01093_0000003498_02954_20230120_230443_04.19.bin;265;1093;20/1/2023 00:00:00;11;19;20/1/2023 00:00:00;14;10;2:50:43;49,881;17,53;27;153,5;0;20/1/2023 11:19:50;20/1/2023 14:10:33
TLL_0265_482_01093_0000003498_02955_20230120_230529_04.19.bin;265;1093;20/1/2023 00:00:00;14;11;20/1/2023 00:00:00;23;3;8:51:34;142,843;16,12;70;439;0;20/1/2023 14:11:51;20/1/2023 23:03:25
TLL_0265_482_01093_0000003498_02956_20230123_045410_04.19.bin;265;1093;23/1/2023 00:00:00;4;53;23/1/2023 00:00:00;4;53;0:00:09;0;0,00;0;0;0;23/1/2023 04:53:44;23/1/2023 04:53:53
TLL_0265_482_01093_0000003498_02957_20230124_050758_04.19.bin;265;1093;23/1/2023 00:00:00;4;59;23/1/2023 00:00:00;11;14;6:15:15;89,543;14,32;107;493;0;23/1/2023 04:59:27;23/1/2023 11:14:42
TLL_0265_482_01093_0000003498_02958_20230124_050846_04.19.bin;265;1093;23/1/2023 00:00:00;11;18;23/1/2023 00:00:00;17;0;5:42:04;95,175;16,69;72;400,5;0;23/1/2023 11:18:03;23/1/2023 17:00:07
TLL_0265_482_01093_0000003498_02959_20230123_230416_04.19.bin;265;1093;23/1/2023 00:00:00;17;3;23/1/2023 00:00:00;23;0;5:57:15;98,219;16,50;56;337;0;23/1/2023 17:03:11;23/1/2023 23:00:26
TLL_0265_482_01093_0000003498_02960_20230125_044642_04.19.bin;265;1093;25/1/2023 00:00:00;4;46;25/1/2023 00:00:00;4;46;0:00:10;0;0,00;0;0;0;25/1/2023 04:46:15;25/1/2023 04:46:25
TLL_0265_482_01093_0000003498_02961_20230125_230129_04.19.bin;265;1093;25/1/2023 00:00:00;5;0;25/1/2023 00:00:00;11;16;6:16:02;89,887;14,34;86;348;0;25/1/2023 05:00:32;25/1/2023 11:16:34
TLL_0265_482_01093_0000003498_02962_20230125_230147_04.19.bin;265;1093;25/1/2023 00:00:00;11;19;25/1/2023 00:00:00;16;59;5:40:47;95,302;16,78;67;362,5;0;25/1/2023 11:19:04;25/1/2023 16:59:51
TLL_0265_482_01093_0000003498_02963_20230125_230148_04.19.bin;265;1093;25/1/2023 00:00:00;17;10;25/1/2023 00:00:00;23;1;5:50:38;98,103;16,79;59;372,5;0;25/1/2023 17:10:36;25/1/2023 23:01:14
TLL_0265_482_01093_0000003498_02964_20230127_044623_04.19.bin;265;1093;27/1/2023 00:00:00;4;46;27/1/2023 00:00:00;4;46;0:00:10;0;0,00;0;0;0;27/1/2023 04:46:01;27/1/2023 04:46:11
TLL_0265_482_01093_0000003498_02965_20230127_230520_04.19.bin;265;1093;27/1/2023 00:00:00;4;58;27/1/2023 00:00:00;8;47;3:48:14;51,635;13,57;17;119;0;27/1/2023 04:58:54;27/1/2023 08:47:08
TLL_0265_482_01093_0000003498_02966_20230127_230536_04.19.bin;265;1093;27/1/2023 00:00:00;8;47;27/1/2023 00:00:00;10;3;1:16:04;19,059;15,03;9;59;0;27/1/2023 08:47:46;27/1/2023 10:03:50
TLL_0265_482_01093_0000003498_02967_20230127_230553_04.19.bin;265;1093;27/1/2023 00:00:00;10;8;27/1/2023 00:00:00;14;12;4:04:27;68,959;16,93;27;168;0;27/1/2023 10:08:08;27/1/2023 14:12:35
TLL_0265_482_01093_0000003498_02968_20230127_230554_04.19.bin;265;1093;27/1/2023 00:00:00;14;17;27/1/2023 00:00:00;17;4;2:47:13;45,496;16,32;24;163,5;0;27/1/2023 14:17:42;27/1/2023 17:04:55
TLL_0265_482_01093_0000003498_02969_20230127_230555_04.19.bin;265;1093;27/1/2023 00:00:00;17;6;27/1/2023 00:00:00;18;15;1:08:59;18,979;16,51;12;89;0;27/1/2023 17:06:29;27/1/2023 18:15:28
TLL_0265_482_01093_0000003498_02970_20230127_230556_04.19.bin;265;1093;27/1/2023 00:00:00;18;19;27/1/2023 00:00:00;23;5;4:45:57;77,93;16,35;37;263,5;0;27/1/2023 18:19:06;27/1/2023 23:05:03
TLL_0265_482_01093_0000003498_02971_20230130_044505_04.19.bin;265;1093;30/1/2023 00:00:00;4;44;30/1/2023 00:00:00;4;44;0:00:07;0;0,00;0;0;0;30/1/2023 04:44:35;30/1/2023 04:44:42
TLL_0265_482_01093_0000003498_02972_20230130_230734_04.19.bin;265;1093;30/1/2023 00:00:00;5;1;30/1/2023 00:00:00;8;56;3:54:56;51,764;13,22;41;179;0;30/1/2023 05:01:47;30/1/2023 08:56:43
TLL_0265_482_01093_0000003498_02973_20230130_230838_04.19.bin;265;1093;30/1/2023 00:00:00;8;58;30/1/2023 00:00:00;10;6;1:08:04;19,439;17,14;23;68;0;30/1/2023 08:58:00;30/1/2023 10:06:04
TLL_0265_482_01093_0000003498_02974_20230130_230839_04.19.bin;265;1093;30/1/2023 00:00:00;10;7;30/1/2023 00:00:00;13;30;3:22:15;57,26;16,99;74;327,5;0;30/1/2023 10:07:48;30/1/2023 13:30:03
TLL_0265_482_01093_0000003498_02975_20230130_230857_04.19.bin;265;1093;30/1/2023 00:00:00;13;35;30/1/2023 00:00:00;17;10;3:35:23;57,068;15,90;36;249,5;0;30/1/2023 13:35:04;30/1/2023 17:10:27
TLL_0265_482_01093_0000003498_02976_20230130_230858_04.19.bin;265;1093;30/1/2023 00:00:00;17;10;30/1/2023 00:00:00;18;17;1:06:14;19,27;17,46;19;133,5;0;30/1/2023 17:10:49;30/1/2023 18:17:03
TLL_0265_482_01093_0000003498_02977_20230130_230859_04.19.bin;265;1093;30/1/2023 00:00:00;18;28;30/1/2023 00:00:00;23;1;4:33:03;77,881;17,11;52;337;0;30/1/2023 18:28:51;30/1/2023 23:01:54
TLL_0265_482_01093_0000003498_02978_20230201_045421_04.19.bin;265;1093;1/2/2023 00:00:00;4;53;1/2/2023 00:00:00;4;54;0:00:10;0;0,00;0;0;0;1/2/2023 04:53:55;1/2/2023 04:54:05
TLL_0265_482_01093_0000003498_02979_20230202_004623_04.19.bin;265;1093;1/2/2023 00:00:00;5;3;1/2/2023 00:00:00;11;13;6:10:23;89,732;14,54;79;536;0;1/2/2023 05:03:29;1/2/2023 11:13:52
TLL_0265_482_01093_0000003498_02980_20230201_230730_04.19.bin;265;1093;1/2/2023 00:00:00;11;17;1/2/2023 00:00:00;11;17;0:00:37;0;0,00;0;0;0;1/2/2023 11:17:12;1/2/2023 11:17:49
