Archivo;ID Empresa;Interno;Fecha Inicio primer turno;Hora Inicio primer turno;Minutos Inicio primer turno;Fecha cierre ultimo turno;Hora cierre ultimo turno;Minutos cierre ultimo turno;Duración;Distancia;Velocidad promedio;Cant. Trx.;Recaudacion;Reinicios;Inicio del primer turno;Cierre del último turno
TLL_0265_482_01099_0000003415_05565_20230123_073037_04.19.bin;265;1099;21/1/2023 00:00:00;10;5;21/1/2023 00:00:00;13;29;3:24:27;55,548;16,30;31;158;0;21/1/2023 10:05:15;21/1/2023 13:29:42
TLL_0265_482_01099_0000003415_05566_20230123_073039_04.19.bin;265;1099;21/1/2023 00:00:00;13;38;21/1/2023 00:00:00;16;56;3:18:06;55,649;16,85;9;60;0;21/1/2023 13:38:08;21/1/2023 16:56:14
TLL_0265_482_01099_0000003415_05567_20230123_073055_04.19.bin;265;1099;21/1/2023 00:00:00;17;3;21/1/2023 00:00:00;18;17;1:14:13;18,998;15,36;3;10;0;21/1/2023 17:03:40;21/1/2023 18:17:53
TLL_0265_482_01099_0000003415_05568_20230123_073055_04.19.bin;265;1099;21/1/2023 00:00:00;18;18;23/1/2023 00:00:00;4;57;34:39:07;64,886;1,87;37;202,5;0;21/1/2023 18:18:12;23/1/2023 04:57:19
TLL_0265_482_01099_0000003415_05569_20230124_230348_04.19.bin;265;1099;24/1/2023 00:00:00;4;50;24/1/2023 00:00:00;4;51;0:00:19;0;0,00;0;0;0;24/1/2023 04:50:54;24/1/2023 04:51:13
TLL_0265_482_01099_0000003415_05570_20230124_230349_04.19.bin;265;1099;24/1/2023 00:00:00;5;4;24/1/2023 00:00:00;11;11;6:07:26;85,616;13,98;91;382,5;0;24/1/2023 05:04:00;24/1/2023 11:11:26
TLL_0265_482_01099_0000003415_05571_20230124_230451_04.19.bin;265;1099;24/1/2023 00:00:00;11;21;24/1/2023 00:00:00;16;55;5:33:44;92,433;16,62;62;371,5;0;24/1/2023 11:21:52;24/1/2023 16:55:36
TLL_0265_482_01099_0000003415_05572_20230124_230509_04.19.bin;265;1099;24/1/2023 00:00:00;17;0;24/1/2023 00:00:00;23;3;6:03:11;94,212;15,56;29;132,5;0;24/1/2023 17:00:22;24/1/2023 23:03:33
TLL_0265_482_01099_0000003415_05573_20230126_044904_04.19.bin;265;1099;26/1/2023 00:00:00;4;48;26/1/2023 00:00:00;4;48;0:00:09;0;0,00;0;0;0;26/1/2023 04:48:38;26/1/2023 04:48:47
TLL_0265_482_01099_0000003415_05574_20230126_214823_04.19.bin;265;1099;26/1/2023 00:00:00;5;7;26/1/2023 00:00:00;11;2;5:54:42;85,616;14,48;82;378;0;26/1/2023 05:07:53;26/1/2023 11:02:35
TLL_0265_482_01099_0000003415_05575_20230126_215025_04.19.bin;265;1099;26/1/2023 00:00:00;11;12;26/1/2023 00:00:00;16;52;5:40:29;91,695;16,16;38;147;0;26/1/2023 11:12:15;26/1/2023 16:52:44
TLL_0265_482_01099_0000003415_05576_20230126_215057_04.19.bin;265;1099;26/1/2023 00:00:00;17;0;26/1/2023 00:00:00;20;29;3:28:59;54,657;15,69;25;179;0;26/1/2023 17:00:44;26/1/2023 20:29:43
TLL_0265_482_01099_0000003415_05577_20230129_163740_04.19.bin;265;1099;28/1/2023 00:00:00;5;23;28/1/2023 00:00:00;8;56;3:33:03;48,134;13,56;14;60;0;28/1/2023 05:23:29;28/1/2023 08:56:32
TLL_0265_482_01099_0000003415_05578_20230129_163856_04.19.bin;265;1099;28/1/2023 00:00:00;9;2;28/1/2023 00:00:00;10;1;0:58:40;18,297;18,71;6;0;0;28/1/2023 09:02:51;28/1/2023 10:01:31
TLL_0265_482_01099_0000003415_05579_20230129_163912_04.19.bin;265;1099;28/1/2023 00:00:00;10;7;28/1/2023 00:00:00;13;30;3:23:11;54,412;16,07;22;110;0;28/1/2023 10:07:47;28/1/2023 13:30:58
TLL_0265_482_01099_0000003415_05580_20230130_064458_04.19.bin;265;1099;28/1/2023 00:00:00;13;39;28/1/2023 00:00:00;16;51;3:11:39;54,685;17,12;7;60;0;28/1/2023 13:39:59;28/1/2023 16:51:38
TLL_0265_482_01099_0000003415_05581_20230129_164129_04.19.bin;265;1099;28/1/2023 00:00:00;17;1;28/1/2023 00:00:00;18;1;0:59:56;18,229;18,25;6;4,5;0;28/1/2023 17:01:28;28/1/2023 18:01:24
TLL_0265_482_01099_0000003415_05582_20230130_064459_04.19.bin;265;1099;28/1/2023 00:00:00;18;11;28/1/2023 00:00:00;21;58;3:47:17;63,867;16,86;27;197;0;28/1/2023 18:11:09;28/1/2023 21:58:26
TLL_0265_482_01099_0000003415_05583_20230130_064516_04.19.bin;265;1099;30/1/2023 00:00:00;4;51;30/1/2023 00:00:00;4;51;0:00:16;0;0,00;0;0;0;30/1/2023 04:51:43;30/1/2023 04:51:59
TLL_0265_482_01099_0000003415_05584_20230131_050021_04.19.bin;265;1099;31/1/2023 00:00:00;4;54;31/1/2023 00:00:00;4;54;0:00:23;0;0,00;0;0;0;31/1/2023 04:54:23;31/1/2023 04:54:46
TLL_0265_482_01099_0000003415_05585_20230201_001244_04.19.bin;265;1099;31/1/2023 00:00:00;5;2;31/1/2023 00:00:00;11;7;6:05:01;86;14,14;98;388;0;31/1/2023 05:02:00;31/1/2023 11:07:01
TLL_0265_482_01099_0000003415_05586_20230131_230204_04.19.bin;265;1099;31/1/2023 00:00:00;11;17;31/1/2023 00:00:00;17;8;5:51:03;91,642;15,66;52;289,5;0;31/1/2023 11:17:15;31/1/2023 17:08:18
TLL_0265_482_01099_0000003415_05587_20230131_235512_04.19.bin;265;1099;31/1/2023 00:00:00;17;8;31/1/2023 00:00:00;22;58;5:50:02;93,044;15,95;50;234,5;0;31/1/2023 17:08:42;31/1/2023 22:58:44
TLL_0265_482_01099_0000003415_05589_20230202_044907_04.19.bin;265;1099;2/2/2023 00:00:00;4;48;2/2/2023 00:00:00;4;48;0:00:09;0;0,00;0;0;0;2/2/2023 04:48:41;2/2/2023 04:48:50
TLL_0265_482_01099_0000003415_05590_20230203_071313_04.19.bin;265;1099;2/2/2023 00:00:00;5;0;2/2/2023 00:00:00;11;6;6:05:58;84,796;13,90;115;549,5;0;2/2/2023 05:00:37;2/2/2023 11:06:35
TLL_0265_482_01099_0000003415_05591_20230203_175542_04.19.bin;265;1099;2/2/2023 00:00:00;11;17;2/2/2023 00:00:00;16;57;5:40:07;91,349;16,11;90;360,5;0;2/2/2023 11:17:52;2/2/2023 16:57:59
TLL_0265_482_01099_0000003415_05592_20230203_071416_04.19.bin;265;1099;2/2/2023 00:00:00;17;9;2/2/2023 00:00:00;22;58;5:49:04;93,049;15,99;51;316;0;2/2/2023 17:09:54;2/2/2023 22:58:58
TLL_0265_482_01099_0000003415_05593_20230204_045051_04.19.bin;265;1099;4/2/2023 00:00:00;4;50;4/2/2023 00:00:00;4;50;0:00:12;0;0,00;0;0;0;4/2/2023 04:50:24;4/2/2023 04:50:36
TLL_0265_482_01099_0000003415_05594_20230205_185820_04.19.bin;265;1099;4/2/2023 00:00:00;5;4;4/2/2023 00:00:00;8;47;3:43:12;48,074;12,92;13;19;0;4/2/2023 05:04:35;4/2/2023 08:47:47
TLL_0265_482_01099_0000003415_05595_20230205_183712_04.19.bin;265;1099;4/2/2023 00:00:00;8;50;4/2/2023 00:00:00;9;53;1:03:04;18,299;17,41;18;59;0;4/2/2023 08:50:35;4/2/2023 09:53:39
TLL_0265_482_01099_0000003415_05596_20230205_185923_04.19.bin;265;1099;4/2/2023 00:00:00;9;57;4/2/2023 00:00:00;13;23;3:26:30;54,76;15,91;31;133,5;0;4/2/2023 09:57:07;4/2/2023 13:23:37
TLL_0265_482_01099_0000003415_05597_20230205_183901_04.19.bin;265;1099;4/2/2023 00:00:00;13;40;4/2/2023 00:00:00;16;58;3:18:48;53,016;16,00;27;150,5;0;4/2/2023 13:40:03;4/2/2023 16:58:51
TLL_0265_482_01099_0000003415_05598_20230205_162454_04.19.bin;265;1099;4/2/2023 00:00:00;17;2;4/2/2023 00:00:00;18;3;1:01:46;18,251;17,73;2;20;0;4/2/2023 17:02:04;4/2/2023 18:03:50
TLL_0265_482_01099_0000003415_05599_20230205_185955_04.19.bin;265;1099;4/2/2023 00:00:00;18;12;4/2/2023 00:00:00;20;1;1:48:13;27,295;15,13;6;40;0;4/2/2023 18:12:47;4/2/2023 20:01:00
TLL_0265_482_01099_0000003415_05600_20230205_184118_04.19.bin;265;1099;4/2/2023 00:00:00;20;1;4/2/2023 00:00:00;21;50;1:48:49;29,047;16,02;7;70;0;4/2/2023 20:01:24;4/2/2023 21:50:13
TLL_0265_482_01099_0000003448_02000_20230103_045806_04.19.bin;265;1099;3/1/2023 00:00:00;4;57;3/1/2023 00:00:00;4;57;0:00:09;0;0,00;0;0;0;3/1/2023 04:57:40;3/1/2023 04:57:49
TLL_0265_482_01099_0000003448_02001_20230104_162740_04.19.bin;265;1099;4/1/2023 00:00:00;5;0;4/1/2023 00:00:00;5;0;0:00:11;0;0,00;0;0;0;4/1/2023 05:00:04;4/1/2023 05:00:15
TLL_0265_482_01099_0000003448_02002_20230110_044416_04.19.bin;265;1099;10/1/2023 00:00:00;4;43;10/1/2023 00:00:00;4;44;0:00:09;0;0,00;0;0;0;10/1/2023 04:43:51;10/1/2023 04:44:00
TLL_0265_482_01099_0000003448_02003_20230111_051410_04.19.bin;265;1099;10/1/2023 00:00:00;5;1;10/1/2023 00:00:00;12;13;7:11:46;0;0,00;110;609,5;0;10/1/2023 05:01:47;10/1/2023 12:13:33
TLL_0265_482_01099_0000003448_02004_20230111_004600_04.19.bin;265;1099;10/1/2023 00:00:00;12;14;10/1/2023 00:00:00;16;59;4:45:18;0;0,00;56;387,5;0;10/1/2023 12:14:07;10/1/2023 16:59:25
TLL_0265_482_01099_0000003448_02005_20230111_051442_04.19.bin;265;1099;10/1/2023 00:00:00;16;59;10/1/2023 00:00:00;22;56;5:56:35;0;0,00;44;372,5;0;10/1/2023 16:59:49;10/1/2023 22:56:24
TLL_0265_482_01099_0000003448_02006_20230112_044741_04.19.bin;265;1099;12/1/2023 00:00:00;4;47;12/1/2023 00:00:00;4;47;0:00:10;0;0,00;0;0;0;12/1/2023 04:47:13;12/1/2023 04:47:23
TLL_0265_482_01099_0000003448_02007_20230113_072102_04.19.bin;265;1099;12/1/2023 00:00:00;5;1;12/1/2023 00:00:00;11;24;6:22:44;0;0,00;53;319;0;12/1/2023 05:01:55;12/1/2023 11:24:39
TLL_0265_482_01099_0000003448_02008_20230113_072103_04.19.bin;265;1099;12/1/2023 00:00:00;11;25;12/1/2023 00:00:00;16;58;5:33:21;0;0,00;51;390;0;12/1/2023 11:25:03;12/1/2023 16:58:24
TLL_0265_482_01099_0000003448_02009_20230113_072104_04.19.bin;265;1099;12/1/2023 00:00:00;16;58;13/1/2023 00:00:00;6;41;13:42:57;0;0,00;53;413,5;0;12/1/2023 16:58:48;13/1/2023 06:41:45
TLL_0265_482_01099_0000003448_02010_20230114_045416_04.19.bin;265;1099;14/1/2023 00:00:00;4;53;14/1/2023 00:00:00;4;53;0:00:09;0;0,00;0;0;0;14/1/2023 04:53:50;14/1/2023 04:53:59
TLL_0265_482_01099_0000003448_02011_20230114_223249_04.19.bin;265;1099;14/1/2023 00:00:00;5;2;14/1/2023 00:00:00;11;26;6:23:52;0;0,00;50;389;0;14/1/2023 05:02:50;14/1/2023 11:26:42
TLL_0265_482_01099_0000003448_02012_20230114_223321_04.19.bin;265;1099;14/1/2023 00:00:00;11;27;14/1/2023 00:00:00;12;35;1:08:41;0;0,00;9;54,5;0;14/1/2023 11:27:07;14/1/2023 12:35:48
TLL_0265_482_01099_0000003448_02013_20230114_223337_04.19.bin;265;1099;14/1/2023 00:00:00;12;38;14/1/2023 00:00:00;13;41;1:03:04;0;0,00;1;10;0;14/1/2023 12:38:41;14/1/2023 13:41:45
TLL_0265_482_01099_0000003448_02014_20230114_223352_04.19.bin;265;1099;14/1/2023 00:00:00;13;42;14/1/2023 00:00:00;19;32;5:50:36;0;0,00;39;276;0;14/1/2023 13:42:05;14/1/2023 19:32:41
TLL_0265_482_01099_0000003448_02015_20230114_223525_04.19.bin;265;1099;14/1/2023 00:00:00;19;33;14/1/2023 00:00:00;20;49;1:15:32;0;0,00;15;140;0;14/1/2023 19:33:38;14/1/2023 20:49:10
TLL_0265_482_01099_0000003448_02016_20230114_223526_04.19.bin;265;1099;14/1/2023 00:00:00;20;50;14/1/2023 00:00:00;21;53;1:03:18;0;0,00;16;71,5;0;14/1/2023 20:50:27;14/1/2023 21:53:45
TLL_0265_482_01099_0000003448_02017_20230123_190715_04.19.bin;265;1099;23/1/2023 00:00:00;10;11;23/1/2023 00:00:00;11;11;1:00:12;0;0,00;30;170;0;23/1/2023 10:11:33;23/1/2023 11:11:45
TLL_0265_482_01099_0000003448_02018_20230126_230339_04.19.bin;265;1099;26/1/2023 00:00:00;20;31;26/1/2023 00:00:00;20;31;0:00:12;0;0,00;0;0;0;26/1/2023 20:31:45;26/1/2023 20:31:57
TLL_0265_482_01099_0000003448_02019_20230126_235216_04.19.bin;265;1099;26/1/2023 00:00:00;20;32;26/1/2023 00:00:00;23;3;2:31:07;0;0,00;8;59;0;26/1/2023 20:32:15;26/1/2023 23:03:22
TLL_0265_482_01099_0000003448_02020_20230201_045230_04.19.bin;265;1099;1/2/2023 00:00:00;4;52;1/2/2023 00:00:00;4;52;0:00:12;0;0,00;0;0;0;1/2/2023 04:52:02;1/2/2023 04:52:14
TLL_0265_482_01099_0000003448_02021_20230201_225627_04.19.bin;265;1099;1/2/2023 00:00:00;21;16;1/2/2023 00:00:00;22;50;1:34:36;0;0,00;5;50;0;1/2/2023 21:16:23;1/2/2023 22:50:59
TLL_0265_482_01099_0000003448_02022_20230203_045023_04.19.bin;265;1099;3/2/2023 00:00:00;4;49;3/2/2023 00:00:00;4;50;0:00:11;0;0,00;0;0;0;3/2/2023 04:49:55;3/2/2023 04:50:06
TLL_0265_482_01099_0000003448_02023_20230204_010448_04.19.bin;265;1099;3/2/2023 00:00:00;18;10;3/2/2023 00:00:00;22;55;4:45:31;0;0,00;63;419;0;3/2/2023 18:10:01;3/2/2023 22:55:32
TLL_0265_999_01099_0000003415_05529_20230105_051532_04.19.bin;265;1099;5/1/2023 00:00:00;4;59;5/1/2023 00:00:00;4;59;0:00:10;0;0,00;0;0;0;5/1/2023 04:59:03;5/1/2023 04:59:13
TLL_0265_999_01099_0000003415_05530_20230106_090715_04.19.bin;265;1099;5/1/2023 00:00:00;5;35;5/1/2023 00:00:00;11;15;5:40:34;86,32;15,21;98;492,5;0;5/1/2023 05:35:01;5/1/2023 11:15:35
TLL_0265_999_01099_0000003415_05531_20230106_045346_04.19.bin;265;1099;5/1/2023 00:00:00;11;19;5/1/2023 00:00:00;17;1;5:41:23;93,736;16,47;36;199;0;5/1/2023 11:19:51;5/1/2023 17:01:14
TLL_0265_999_01099_0000003415_05532_20230106_063330_04.19.bin;265;1099;5/1/2023 00:00:00;17;13;5/1/2023 00:00:00;23;2;5:49:06;94,313;16,21;40;204,5;0;5/1/2023 17:13:17;5/1/2023 23:02:23
TLL_0265_999_01099_0000003415_05540_20230110_045121_04.19.bin;265;1099;10/1/2023 00:00:00;4;45;10/1/2023 00:00:00;4;45;0:00:13;0;0,00;0;0;0;10/1/2023 04:45:12;10/1/2023 04:45:25
TLL_0265_999_01099_0000003415_05588_20230201_073041_04.19.bin;265;1099;1/2/2023 00:00:00;5;8;1/2/2023 00:00:00;5;13;0:05:29;0;0,00;0;0;0;1/2/2023 05:08:26;1/2/2023 05:13:55
TLL_0265_482_01100_0000003412_04926_20230103_211647_04.19.bin;265;1100;30/12/2022 00:00:00;10;39;3/1/2023 00:00:00;20;55;106:15:44;12,641;0,12;0;0;0;30/12/2022 10:39:50;3/1/2023 20:55:34
TLL_0265_482_01100_0000003412_04927_20230106_230320_04.19.bin;265;1100;6/1/2023 00:00:00;17;21;6/1/2023 00:00:00;23;3;5:41:31;86,681;15,23;28;209;0;6/1/2023 17:21:32;6/1/2023 23:03:03
TLL_0265_482_01100_0000003412_04928_20230110_044829_04.19.bin;265;1100;10/1/2023 00:00:00;4;48;10/1/2023 00:00:00;4;48;0:00:08;0;0,00;0;0;0;10/1/2023 04:48:05;10/1/2023 04:48:13
TLL_0265_482_01100_0000003412_04929_20230131_152555_04.19.bin;265;1100;31/1/2023 00:00:00;14;12;31/1/2023 00:00:00;15;15;1:02:37;20,837;19,97;11;53,5;0;31/1/2023 14:12:40;31/1/2023 15:15:17
TLL_0265_482_01100_0000003412_04930_20230201_050131_04.19.bin;265;1100;1/2/2023 00:00:00;5;1;1/2/2023 00:00:00;5;1;0:00:11;0;0,00;0;0;0;1/2/2023 05:01:04;1/2/2023 05:01:15
TLL_0265_482_01100_0000003412_04931_20230201_130828_04.19.bin;265;1100;1/2/2023 00:00:00;11;16;1/2/2023 00:00:00;13;8;1:52:03;0;0,00;0;0;0;1/2/2023 11:16:09;1/2/2023 13:08:12
TLL_0265_482_01100_0000003412_04932_20230202_045207_04.19.bin;265;1100;2/2/2023 00:00:00;4;51;2/2/2023 00:00:00;4;51;0:00:08;0;0,00;0;0;0;2/2/2023 04:51:33;2/2/2023 04:51:41
TLL_0265_482_01100_0000003412_04933_20230202_225928_04.19.bin;265;1100;2/2/2023 00:00:00;5;1;2/2/2023 00:00:00;11;14;6:12:06;90,804;14,64;88;468,5;0;2/2/2023 05:01:56;2/2/2023 11:14:02
TLL_0265_482_01100_0000003412_04934_20230202_225930_04.19.bin;265;1100;2/2/2023 00:00:00;11;15;2/2/2023 00:00:00;11;15;0:00:17;0;0,00;0;0;0;2/2/2023 11:15:02;2/2/2023 11:15:19
TLL_0265_482_01100_0000003412_04935_20230202_225931_04.19.bin;265;1100;2/2/2023 00:00:00;11;16;2/2/2023 00:00:00;17;8;5:52:31;95,642;16,28;75;453,5;0;2/2/2023 11:16:07;2/2/2023 17:08:38
TLL_0265_482_01100_0000003412_04936_20230202_225933_04.19.bin;265;1100;2/2/2023 00:00:00;17;9;2/2/2023 00:00:00;22;59;5:50:12;97,567;16,72;75;430,5;0;2/2/2023 17:09:00;2/2/2023 22:59:12
TLL_0265_482_01100_0000003412_04937_20230204_045129_04.19.bin;265;1100;4/2/2023 00:00:00;4;51;4/2/2023 00:00:00;4;51;0:00:11;0;0,00;0;0;0;4/2/2023 04:51:02;4/2/2023 04:51:13
TLL_0265_482_01100_0000003412_04938_20230204_220130_04.19.bin;265;1100;4/2/2023 00:00:00;4;51;4/2/2023 00:00:00;10;2;5:10:26;70,764;13,68;31;169;0;4/2/2023 04:51:58;4/2/2023 10:02:24
TLL_0265_482_01100_0000003412_04939_20230204_220131_04.19.bin;265;1100;4/2/2023 00:00:00;10;4;4/2/2023 00:00:00;11;8;1:04:35;19,139;17,78;7;34,5;0;4/2/2023 10:04:04;4/2/2023 11:08:39
TLL_0265_482_01100_0000003412_04940_20230204_220132_04.19.bin;265;1100;4/2/2023 00:00:00;11;15;4/2/2023 00:00:00;13;28;2:13:12;38,343;17,27;23;194,5;0;4/2/2023 11:15:36;4/2/2023 13:28:48
TLL_0265_482_01100_0000003412_04941_20230204_220132_04.19.bin;265;1100;4/2/2023 00:00:00;13;45;4/2/2023 00:00:00;18;14;4:29:37;76,651;17,06;32;213,5;0;4/2/2023 13:45:06;4/2/2023 18:14:43
TLL_0265_482_01100_0000003412_04942_20230204_220133_04.19.bin;265;1100;4/2/2023 00:00:00;18;15;4/2/2023 00:00:00;19;13;0:58:35;19,083;19,54;5;9;0;4/2/2023 18:15:06;4/2/2023 19:13:41
TLL_0265_482_01100_0000003412_04943_20230204_220134_04.19.bin;265;1100;4/2/2023 00:00:00;19;14;4/2/2023 00:00:00;19;24;0:09:26;0;0,00;0;0;0;4/2/2023 19:14:54;4/2/2023 19:24:20
TLL_0265_482_01100_0000003412_04944_20230204_220135_04.19.bin;265;1100;4/2/2023 00:00:00;19;24;4/2/2023 00:00:00;22;1;2:36:33;40,011;15,33;15;90;0;4/2/2023 19:24:46;4/2/2023 22:01:19
TLL_0265_482_01102_0000000021_02397_20230102_050152_04.19.bin;265;1102;2/1/2023 00:00:00;5;1;2/1/2023 00:00:00;5;1;0:00:09;0;0,00;0;0;0;2/1/2023 05:01:26;2/1/2023 05:01:35
TLL_0265_482_01102_0000000021_02398_20230103_045429_04.19.bin;265;1102;3/1/2023 00:00:00;4;54;3/1/2023 00:00:00;4;54;0:00:07;0;0,00;0;0;0;3/1/2023 04:54:10;3/1/2023 04:54:17
TLL_0265_482_01102_0000000021_02399_20230105_045459_04.19.bin;265;1102;5/1/2023 00:00:00;4;54;5/1/2023 00:00:00;4;54;0:00:13;0;0,00;0;0;0;5/1/2023 04:54:29;5/1/2023 04:54:42
TLL_0265_482_01102_0000000021_02400_20230106_045809_04.19.bin;265;1102;6/1/2023 00:00:00;4;57;6/1/2023 00:00:00;4;57;0:00:30;0;0,00;0;0;0;6/1/2023 04:57:08;6/1/2023 04:57:38
TLL_0265_482_01102_0000000021_02401_20230106_071529_04.19.bin;265;1102;6/1/2023 00:00:00;5;5;6/1/2023 00:00:00;7;15;2:10:04;0;0,00;0;0;0;6/1/2023 05:05:11;6/1/2023 07:15:15
TLL_0265_482_01102_0000000021_02402_20230106_211004_04.19.bin;265;1102;6/1/2023 00:00:00;15;28;6/1/2023 00:00:00;16;50;1:21:59;0;0,00;11;79;0;6/1/2023 15:28:03;6/1/2023 16:50:02
TLL_0265_482_01102_0000000021_02403_20230106_211005_04.19.bin;265;1102;6/1/2023 00:00:00;16;52;6/1/2023 00:00:00;19;22;2:29:24;0;0,00;35;204;0;6/1/2023 16:52:46;6/1/2023 19:22:10
TLL_0265_482_01102_0000000021_02404_20230107_045531_04.19.bin;265;1102;7/1/2023 00:00:00;4;55;7/1/2023 00:00:00;4;55;0:00:08;0;0,00;0;0;0;7/1/2023 04:55:06;7/1/2023 04:55:14
TLL_0265_482_01102_0000000021_02405_20230110_044307_04.19.bin;265;1102;10/1/2023 00:00:00;4;42;10/1/2023 00:00:00;4;42;0:00:09;0;0,00;0;0;0;10/1/2023 04:42:26;10/1/2023 04:42:35
TLL_0265_482_01102_0000000021_02406_20230112_044531_04.19.bin;265;1102;12/1/2023 00:00:00;4;45;12/1/2023 00:00:00;4;45;0:00:10;0;0,00;0;0;0;12/1/2023 04:45:04;12/1/2023 04:45:14
TLL_0265_482_01102_0000000021_02407_20230114_050328_04.19.bin;265;1102;14/1/2023 00:00:00;4;57;14/1/2023 00:00:00;4;58;0:00:08;0;0,00;0;0;0;14/1/2023 04:57:52;14/1/2023 04:58:00
TLL_0265_482_01102_0000000021_02408_20230116_045402_04.19.bin;265;1102;16/1/2023 00:00:00;4;53;16/1/2023 00:00:00;4;53;0:00:12;0;0,00;0;0;0;16/1/2023 04:53:18;16/1/2023 04:53:30
TLL_0265_482_01102_0000000021_02409_20230117_044958_04.19.bin;265;1102;16/1/2023 00:00:00;22;2;17/1/2023 00:00:00;4;49;6:47:13;0;0,00;0;0;0;16/1/2023 22:02:29;17/1/2023 04:49:42
TLL_0265_482_01102_0000000021_02410_20230117_045034_04.19.bin;265;1102;17/1/2023 00:00:00;4;50;17/1/2023 00:00:00;4;50;0:00:08;0;0,00;0;0;0;17/1/2023 04:50:01;17/1/2023 04:50:09
TLL_0265_482_01102_0000000021_02411_20230118_044950_04.19.bin;265;1102;18/1/2023 00:00:00;4;49;18/1/2023 00:00:00;4;49;0:00:10;0;0,00;0;0;0;18/1/2023 04:49:24;18/1/2023 04:49:34
TLL_0265_482_01102_0000000021_02412_20230119_045125_04.19.bin;265;1102;19/1/2023 00:00:00;4;51;19/1/2023 00:00:00;4;51;0:00:08;0;0,00;0;0;0;19/1/2023 04:51:00;19/1/2023 04:51:08
TLL_0265_482_01102_0000000021_02413_20230120_045147_04.19.bin;265;1102;20/1/2023 00:00:00;4;51;20/1/2023 00:00:00;4;51;0:00:08;0;0,00;0;0;0;20/1/2023 04:51:22;20/1/2023 04:51:30
TLL_0265_482_01102_0000000021_02414_20230121_045449_04.19.bin;265;1102;21/1/2023 00:00:00;4;54;21/1/2023 00:00:00;4;54;0:00:09;0;0,00;0;0;0;21/1/2023 04:54:23;21/1/2023 04:54:32
TLL_0265_482_01102_0000000021_02415_20230123_155513_04.19.bin;265;1102;23/1/2023 00:00:00;4;49;23/1/2023 00:00:00;4;49;0:00:09;0;0,00;0;0;0;23/1/2023 04:49:11;23/1/2023 04:49:20
TLL_0265_482_01102_0000000021_02416_20230124_133222_04.19.bin;265;1102;24/1/2023 00:00:00;4;49;24/1/2023 00:00:00;4;49;0:00:12;0;0,00;0;0;0;24/1/2023 04:49:16;24/1/2023 04:49:28
TLL_0265_482_01102_0000000021_02417_20230125_044525_04.19.bin;265;1102;25/1/2023 00:00:00;4;45;25/1/2023 00:00:00;4;45;0:00:08;0;0,00;0;0;0;25/1/2023 04:45:01;25/1/2023 04:45:09
TLL_0265_482_01102_0000000021_02418_20230126_044530_04.19.bin;265;1102;26/1/2023 00:00:00;4;45;26/1/2023 00:00:00;4;45;0:00:10;0;0,00;0;0;0;26/1/2023 04:45:03;26/1/2023 04:45:13
TLL_0265_482_01102_0000000021_02419_20230130_044450_04.19.bin;265;1102;30/1/2023 00:00:00;4;44;30/1/2023 00:00:00;4;44;0:00:09;0;0,00;0;0;0;30/1/2023 04:44:24;30/1/2023 04:44:33
TLL_0265_482_01102_0000000021_02420_20230201_050008_04.19.bin;265;1102;1/2/2023 00:00:00;4;59;1/2/2023 00:00:00;4;59;0:00:11;0;0,00;0;0;0;1/2/2023 04:59:41;1/2/2023 04:59:52
TLL_0265_482_01102_0000000021_02421_20230201_080717_04.19.bin;265;1102;1/2/2023 00:00:00;7;54;1/2/2023 00:00:00;8;1;0:07:23;0;0,00;1;0;0;1/2/2023 07:54:11;1/2/2023 08:01:34
TLL_0265_482_01102_0000000021_02422_20230201_084510_04.19.bin;265;1102;1/2/2023 00:00:00;8;44;1/2/2023 00:00:00;8;44;0:00:25;0;0,00;0;0;0;1/2/2023 08:44:15;1/2/2023 08:44:40
TLL_0265_482_01102_0000000021_02423_20230202_053815_04.19.bin;265;1102;2/2/2023 00:00:00;5;37;2/2/2023 00:00:00;5;37;0:00:25;0;0,00;0;0;0;2/2/2023 05:37:19;2/2/2023 05:37:44
TLL_0265_482_01102_0000003454_01556_20230201_074527_04.19.bin;265;1102;1/2/2023 00:00:00;7;32;1/2/2023 00:00:00;7;47;0:15:16;0;0,00;1;0;0;1/2/2023 07:32:05;1/2/2023 07:47:21
TLL_0265_482_01102_0000003496_02040_20230202_053029_04.19.bin;265;1102;2/2/2023 00:00:00;5;29;2/2/2023 00:00:00;5;30;0:00:34;0;0,00;0;0;0;2/2/2023 05:29:29;2/2/2023 05:30:03
TLL_0265_482_01102_0000003521_00938_20230201_082940_04.19.bin;265;1102;1/2/2023 00:00:00;8;27;1/2/2023 00:00:00;8;29;0:01:12;0;0,00;1;0;0;1/2/2023 08:27:57;1/2/2023 08:29:09
TLL_0265_915_01102_0000003496_02039_20230202_052824_04.19.bin;265;1102;8/9/2003 00:00:00;18;49;8/9/2003 00:00:00;19;16;0:27:47;0;0,00;0;0;0;8/9/2003 18:49:04;8/9/2003 19:16:51
TLL_0265_482_01103_0000003402_05290_20230103_045158_04.19.bin;265;1103;3/1/2023 00:00:00;4;51;3/1/2023 00:00:00;4;51;0:00:09;0;0,00;0;0;0;3/1/2023 04:51:32;3/1/2023 04:51:41
TLL_0265_482_01103_0000003402_05291_20230104_045725_04.19.bin;265;1103;4/1/2023 00:00:00;4;56;4/1/2023 00:00:00;4;56;0:00:11;0;0,00;0;0;0;4/1/2023 04:56:44;4/1/2023 04:56:55
